Page,Section,SubSection,EmissionsFactorLabel,Unit,UUID,Type,Assumptions,GHG,EmissionFactor,Uncertainties
Travel,Accommodation,Hotel Stays,Greece,Room per night,0db308f7-5aa1-48ea-ad32-124f7febe9e9,Greece,Unknown,GHG_CO2_KGCO2_e,16.3115,Unknown
Travel,Accommodation,Hotel Stays,Greece,Room per night,0db308f7-5aa1-48ea-ad32-124f7febe9e9,Greece,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Greece,Room per night,0db308f7-5aa1-48ea-ad32-124f7febe9e9,Greece,Unknown,GHG_TOTAL_KGCO2_e,16.3115,Unknown
Travel,Accommodation,Hotel Stays,Hong Kong,Room per night,d3425838-9b05-40c6-b31c-d27cf746c7ca,Hong Kong,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Hong Kong,Room per night,d3425838-9b05-40c6-b31c-d27cf746c7ca,Hong Kong,Unknown,GHG_CO2_KGCO2_e,53.0916,Unknown
Travel,Accommodation,Hotel Stays,Hong Kong,Room per night,d3425838-9b05-40c6-b31c-d27cf746c7ca,Hong Kong,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Hong Kong,Room per night,d3425838-9b05-40c6-b31c-d27cf746c7ca,Hong Kong,Unknown,GHG_TOTAL_KGCO2_e,53.0916,Unknown
Travel,Accommodation,Hotel Stays,Hungary,Room per night,91776846-453c-4204-8dd8-535b7cdf1f76,Hungary,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Hungary,Room per night,91776846-453c-4204-8dd8-535b7cdf1f76,Hungary,Unknown,GHG_CO2_KGCO2_e,19.2408,Unknown
Travel,Accommodation,Hotel Stays,Hungary,Room per night,91776846-453c-4204-8dd8-535b7cdf1f76,Hungary,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Hungary,Room per night,91776846-453c-4204-8dd8-535b7cdf1f76,Hungary,Unknown,GHG_TOTAL_KGCO2_e,19.2408,Unknown
Travel,Accommodation,Hotel Stays,India,Room per night,9aa2e4ad-ce99-4806-b8ec-3f1bfcabcb1e,India,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,India,Room per night,9aa2e4ad-ce99-4806-b8ec-3f1bfcabcb1e,India,Unknown,GHG_CO2_KGCO2_e,51.0974,Unknown
Travel,Accommodation,Hotel Stays,India,Room per night,9aa2e4ad-ce99-4806-b8ec-3f1bfcabcb1e,India,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,India,Room per night,9aa2e4ad-ce99-4806-b8ec-3f1bfcabcb1e,India,Unknown,GHG_TOTAL_KGCO2_e,51.0974,Unknown
Travel,Accommodation,Hotel Stays,Indonesia,Room per night,d6495ca2-5fe2-4434-95ee-9ace9547ea24,Indonesia,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Indonesia,Room per night,d6495ca2-5fe2-4434-95ee-9ace9547ea24,Indonesia,Unknown,GHG_CO2_KGCO2_e,44.684,Unknown
Travel,Accommodation,Hotel Stays,Indonesia,Room per night,d6495ca2-5fe2-4434-95ee-9ace9547ea24,Indonesia,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Indonesia,Room per night,d6495ca2-5fe2-4434-95ee-9ace9547ea24,Indonesia,Unknown,GHG_TOTAL_KGCO2_e,44.684,Unknown
Travel,Accommodation,Hotel Stays,Ireland,Room per night,c54f31a4-de37-498a-88b8-9701511ada5c,Ireland,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Ireland,Room per night,c54f31a4-de37-498a-88b8-9701511ada5c,Ireland,Unknown,GHG_CO2_KGCO2_e,13.8604,Unknown
Travel,Accommodation,Hotel Stays,Ireland,Room per night,c54f31a4-de37-498a-88b8-9701511ada5c,Ireland,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Ireland,Room per night,c54f31a4-de37-498a-88b8-9701511ada5c,Ireland,Unknown,GHG_TOTAL_KGCO2_e,13.8604,Unknown
Travel,Accommodation,Hotel Stays,Israel,Room per night,35583f4c-b290-4589-b1e6-466fbc2b4d74,Israel,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Israel,Room per night,35583f4c-b290-4589-b1e6-466fbc2b4d74,Israel,Unknown,GHG_CO2_KGCO2_e,36.0594,Unknown
Travel,Accommodation,Hotel Stays,Israel,Room per night,35583f4c-b290-4589-b1e6-466fbc2b4d74,Israel,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Israel,Room per night,35583f4c-b290-4589-b1e6-466fbc2b4d74,Israel,Unknown,GHG_TOTAL_KGCO2_e,36.0594,Unknown
Travel,Accommodation,Hotel Stays,Italy,Room per night,eb381dfc-25f7-4897-bc6b-61dadb68045f,Italy,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Italy,Room per night,eb381dfc-25f7-4897-bc6b-61dadb68045f,Italy,Unknown,GHG_CO2_KGCO2_e,16.6438,Unknown
Travel,Accommodation,Hotel Stays,Italy,Room per night,eb381dfc-25f7-4897-bc6b-61dadb68045f,Italy,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Italy,Room per night,eb381dfc-25f7-4897-bc6b-61dadb68045f,Italy,Unknown,GHG_TOTAL_KGCO2_e,16.6438,Unknown
Travel,Accommodation,Hotel Stays,Japan,Room per night,8030422b-a94f-4a24-b9f3-2d3e6d8bf2d2,Japan,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Japan,Room per night,8030422b-a94f-4a24-b9f3-2d3e6d8bf2d2,Japan,Unknown,GHG_CO2_KGCO2_e,30.1141,Unknown
Travel,Accommodation,Hotel Stays,Japan,Room per night,8030422b-a94f-4a24-b9f3-2d3e6d8bf2d2,Japan,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Japan,Room per night,8030422b-a94f-4a24-b9f3-2d3e6d8bf2d2,Japan,Unknown,GHG_TOTAL_KGCO2_e,30.1141,Unknown
Travel,Accommodation,Hotel Stays,Jordan,Room per night,fb5a3a41-f1cf-4658-8d1c-c54cad71d062,Jordan,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Jordan,Room per night,fb5a3a41-f1cf-4658-8d1c-c54cad71d062,Jordan,Unknown,GHG_CO2_KGCO2_e,43.885,Unknown
Travel,Accommodation,Hotel Stays,Jordan,Room per night,fb5a3a41-f1cf-4658-8d1c-c54cad71d062,Jordan,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Jordan,Room per night,fb5a3a41-f1cf-4658-8d1c-c54cad71d062,Jordan,Unknown,GHG_TOTAL_KGCO2_e,43.885,Unknown
Travel,Accommodation,Hotel Stays,Kazakhstan,Room per night,e0b48361-c87f-4ea3-b38e-c250d177630f,Kazakhstan,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Kazakhstan,Room per night,e0b48361-c87f-4ea3-b38e-c250d177630f,Kazakhstan,Unknown,GHG_CO2_KGCO2_e,42.0011,Unknown
Travel,Accommodation,Hotel Stays,Kazakhstan,Room per night,e0b48361-c87f-4ea3-b38e-c250d177630f,Kazakhstan,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Kazakhstan,Room per night,e0b48361-c87f-4ea3-b38e-c250d177630f,Kazakhstan,Unknown,GHG_TOTAL_KGCO2_e,42.0011,Unknown
Travel,Accommodation,Hotel Stays,Malaysia,Room per night,788557ed-90e1-46c7-8aae-fea29056ed6f,Malaysia,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Malaysia,Room per night,788557ed-90e1-46c7-8aae-fea29056ed6f,Malaysia,Unknown,GHG_CO2_KGCO2_e,53.1705,Unknown
Travel,Accommodation,Hotel Stays,Malaysia,Room per night,788557ed-90e1-46c7-8aae-fea29056ed6f,Malaysia,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Malaysia,Room per night,788557ed-90e1-46c7-8aae-fea29056ed6f,Malaysia,Unknown,GHG_TOTAL_KGCO2_e,53.1705,Unknown
Travel,Accommodation,Hotel Stays,Mexico,Room per night,3956bcc3-91c8-4548-80c6-7ee6ebcac3e1,Mexico,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Mexico,Room per night,3956bcc3-91c8-4548-80c6-7ee6ebcac3e1,Mexico,Unknown,GHG_CO2_KGCO2_e,18.3703,Unknown
Travel,Accommodation,Hotel Stays,Mexico,Room per night,3956bcc3-91c8-4548-80c6-7ee6ebcac3e1,Mexico,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Mexico,Room per night,3956bcc3-91c8-4548-80c6-7ee6ebcac3e1,Mexico,Unknown,GHG_TOTAL_KGCO2_e,18.3703,Unknown
Travel,Accommodation,Hotel Stays,Morocco,Room per night,b575f154-d852-4ff4-8f9a-938fa2aace19,Morocco,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Morocco,Room per night,b575f154-d852-4ff4-8f9a-938fa2aace19,Morocco,Unknown,GHG_CO2_KGCO2_e,47.8092,Unknown
Travel,Accommodation,Hotel Stays,Morocco,Room per night,b575f154-d852-4ff4-8f9a-938fa2aace19,Morocco,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Morocco,Room per night,b575f154-d852-4ff4-8f9a-938fa2aace19,Morocco,Unknown,GHG_TOTAL_KGCO2_e,47.8092,Unknown
Travel,Accommodation,Hotel Stays,Netherlands,Room per night,4b577f0d-b7ce-4cf1-baa1-c88e6babdf62,Netherlands,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Netherlands,Room per night,4b577f0d-b7ce-4cf1-baa1-c88e6babdf62,Netherlands,Unknown,GHG_CO2_KGCO2_e,12.615,Unknown
Travel,Accommodation,Hotel Stays,Netherlands,Room per night,4b577f0d-b7ce-4cf1-baa1-c88e6babdf62,Netherlands,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Netherlands,Room per night,4b577f0d-b7ce-4cf1-baa1-c88e6babdf62,Netherlands,Unknown,GHG_TOTAL_KGCO2_e,12.615,Unknown
Travel,Accommodation,Hotel Stays,New Zealand,Room per night,22a80144-9f89-4a7a-941e-f40943ee6bb4,New Zealand,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,New Zealand,Room per night,22a80144-9f89-4a7a-941e-f40943ee6bb4,New Zealand,Unknown,GHG_CO2_KGCO2_e,8.33691,Unknown
Travel,Accommodation,Hotel Stays,New Zealand,Room per night,22a80144-9f89-4a7a-941e-f40943ee6bb4,New Zealand,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,New Zealand,Room per night,22a80144-9f89-4a7a-941e-f40943ee6bb4,New Zealand,Unknown,GHG_TOTAL_KGCO2_e,8.33691,Unknown
Travel,Accommodation,Hotel Stays,Nigeria,Room per night,2dc99fd2-da14-46d3-91ed-82ca3b664960,Nigeria,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Nigeria,Room per night,2dc99fd2-da14-46d3-91ed-82ca3b664960,Nigeria,Unknown,GHG_CO2_KGCO2_e,42.9759,Unknown
Travel,Accommodation,Hotel Stays,Nigeria,Room per night,2dc99fd2-da14-46d3-91ed-82ca3b664960,Nigeria,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Nigeria,Room per night,2dc99fd2-da14-46d3-91ed-82ca3b664960,Nigeria,Unknown,GHG_TOTAL_KGCO2_e,42.9759,Unknown
Travel,Accommodation,Hotel Stays,Oman,Room per night,52cd4c1f-3901-4bb0-b8c0-bfa1e14dffac,Oman,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Oman,Room per night,52cd4c1f-3901-4bb0-b8c0-bfa1e14dffac,Oman,Unknown,GHG_CO2_KGCO2_e,46.4389,Unknown
Travel,Accommodation,Hotel Stays,Oman,Room per night,52cd4c1f-3901-4bb0-b8c0-bfa1e14dffac,Oman,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Oman,Room per night,52cd4c1f-3901-4bb0-b8c0-bfa1e14dffac,Oman,Unknown,GHG_TOTAL_KGCO2_e,46.4389,Unknown
Travel,Accommodation,Hotel Stays,Panama,Room per night,d35c5181-06d0-4bb1-8dcf-aa5ef0b9e9ca,Panama,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Panama,Room per night,d35c5181-06d0-4bb1-8dcf-aa5ef0b9e9ca,Panama,Unknown,GHG_CO2_KGCO2_e,21.0694,Unknown
Travel,Accommodation,Hotel Stays,Panama,Room per night,d35c5181-06d0-4bb1-8dcf-aa5ef0b9e9ca,Panama,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Panama,Room per night,d35c5181-06d0-4bb1-8dcf-aa5ef0b9e9ca,Panama,Unknown,GHG_TOTAL_KGCO2_e,21.0694,Unknown
Travel,Accommodation,Hotel Stays,Peru,Room per night,fa9d72e6-8dca-4502-b7f4-8ccf6fb212db,Peru,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Peru,Room per night,fa9d72e6-8dca-4502-b7f4-8ccf6fb212db,Peru,Unknown,GHG_CO2_KGCO2_e,17.3733,Unknown
Travel,Accommodation,Hotel Stays,Peru,Room per night,fa9d72e6-8dca-4502-b7f4-8ccf6fb212db,Peru,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Peru,Room per night,fa9d72e6-8dca-4502-b7f4-8ccf6fb212db,Peru,Unknown,GHG_TOTAL_KGCO2_e,17.3733,Unknown
Travel,Accommodation,Hotel Stays,Philippines,Room per night,23a20aa5-62b3-4d2f-acd0-3c2b0cbeb5c7,Philippines,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Philippines,Room per night,23a20aa5-62b3-4d2f-acd0-3c2b0cbeb5c7,Philippines,Unknown,GHG_CO2_KGCO2_e,50.552,Unknown
Travel,Accommodation,Hotel Stays,Philippines,Room per night,23a20aa5-62b3-4d2f-acd0-3c2b0cbeb5c7,Philippines,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Philippines,Room per night,23a20aa5-62b3-4d2f-acd0-3c2b0cbeb5c7,Philippines,Unknown,GHG_TOTAL_KGCO2_e,50.552,Unknown
Travel,Accommodation,Hotel Stays,Poland,Room per night,965cc11c-9899-4511-b086-014e2c6410d0,Poland,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Poland,Room per night,965cc11c-9899-4511-b086-014e2c6410d0,Poland,Unknown,GHG_CO2_KGCO2_e,25.0656,Unknown
Travel,Accommodation,Hotel Stays,Poland,Room per night,965cc11c-9899-4511-b086-014e2c6410d0,Poland,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Poland,Room per night,965cc11c-9899-4511-b086-014e2c6410d0,Poland,Unknown,GHG_TOTAL_KGCO2_e,25.0656,Unknown
Travel,Accommodation,Hotel Stays,Portugal,Room per night,f8dcce4a-b4ec-437a-bc93-89eb6ddea705,Portugal,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Portugal,Room per night,f8dcce4a-b4ec-437a-bc93-89eb6ddea705,Portugal,Unknown,GHG_CO2_KGCO2_e,12.26,Unknown
Travel,Accommodation,Hotel Stays,Portugal,Room per night,f8dcce4a-b4ec-437a-bc93-89eb6ddea705,Portugal,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Portugal,Room per night,f8dcce4a-b4ec-437a-bc93-89eb6ddea705,Portugal,Unknown,GHG_TOTAL_KGCO2_e,12.26,Unknown
Travel,Accommodation,Hotel Stays,Puerto Rico- USA,Room per night,a6d6f5ce-9cb3-4318-b489-217474f47331,Puerto Rico- USA,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Puerto Rico- USA,Room per night,a6d6f5ce-9cb3-4318-b489-217474f47331,Puerto Rico- USA,Unknown,GHG_CO2_KGCO2_e,33.157,Unknown
Travel,Accommodation,Hotel Stays,Puerto Rico- USA,Room per night,a6d6f5ce-9cb3-4318-b489-217474f47331,Puerto Rico- USA,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Puerto Rico- USA,Room per night,a6d6f5ce-9cb3-4318-b489-217474f47331,Puerto Rico- USA,Unknown,GHG_TOTAL_KGCO2_e,33.157,Unknown
Travel,Accommodation,Hotel Stays,Qatar,Room per night,881a2c6f-9a00-45c1-b622-fc9acef6fc75,Qatar,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Qatar,Room per night,881a2c6f-9a00-45c1-b622-fc9acef6fc75,Qatar,Unknown,GHG_CO2_KGCO2_e,70.7759,Unknown
Travel,Accommodation,Hotel Stays,Qatar,Room per night,881a2c6f-9a00-45c1-b622-fc9acef6fc75,Qatar,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Qatar,Room per night,881a2c6f-9a00-45c1-b622-fc9acef6fc75,Qatar,Unknown,GHG_TOTAL_KGCO2_e,70.7759,Unknown
Travel,Accommodation,Hotel Stays,Romania,Room per night,66203ece-3f60-4d2e-afe8-7675039dcbe5,Romania,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Romania,Room per night,66203ece-3f60-4d2e-afe8-7675039dcbe5,Romania,Unknown,GHG_CO2_KGCO2_e,16.6843,Unknown
Travel,Accommodation,Hotel Stays,Romania,Room per night,66203ece-3f60-4d2e-afe8-7675039dcbe5,Romania,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Romania,Room per night,66203ece-3f60-4d2e-afe8-7675039dcbe5,Romania,Unknown,GHG_TOTAL_KGCO2_e,16.6843,Unknown
Travel,Accommodation,Hotel Stays,Russian Federation,Room per night,cb979c26-6c53-4d1f-9f9e-99fcade16505,Russian Federation,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Russian Federation,Room per night,cb979c26-6c53-4d1f-9f9e-99fcade16505,Russian Federation,Unknown,GHG_CO2_KGCO2_e,21.5086,Unknown
Travel,Accommodation,Hotel Stays,Russian Federation,Room per night,cb979c26-6c53-4d1f-9f9e-99fcade16505,Russian Federation,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Russian Federation,Room per night,cb979c26-6c53-4d1f-9f9e-99fcade16505,Russian Federation,Unknown,GHG_TOTAL_KGCO2_e,21.5086,Unknown
Travel,Accommodation,Hotel Stays,Saudi Arabia,Room per night,c13d4236-4f85-42a6-86f7-5ba21bc24489,Saudi Arabia,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Saudi Arabia,Room per night,c13d4236-4f85-42a6-86f7-5ba21bc24489,Saudi Arabia,Unknown,GHG_CO2_KGCO2_e,60.6826,Unknown
Travel,Accommodation,Hotel Stays,Saudi Arabia,Room per night,c13d4236-4f85-42a6-86f7-5ba21bc24489,Saudi Arabia,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Saudi Arabia,Room per night,c13d4236-4f85-42a6-86f7-5ba21bc24489,Saudi Arabia,Unknown,GHG_TOTAL_KGCO2_e,60.6826,Unknown
Travel,Accommodation,Hotel Stays,Singapore,Room per night,d414f294-90fe-4d8c-9f4c-1f994f06fdc8,Singapore,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Singapore,Room per night,d414f294-90fe-4d8c-9f4c-1f994f06fdc8,Singapore,Unknown,GHG_CO2_KGCO2_e,27.2271,Unknown
Travel,Accommodation,Hotel Stays,Singapore,Room per night,d414f294-90fe-4d8c-9f4c-1f994f06fdc8,Singapore,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Singapore,Room per night,d414f294-90fe-4d8c-9f4c-1f994f06fdc8,Singapore,Unknown,GHG_TOTAL_KGCO2_e,27.2271,Unknown
Travel,Accommodation,Hotel Stays,Slovak Republic,Room per night,42ac1c9f-5319-4d10-97d5-1fed6c5c4ff9,Slovak Republic,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Slovak Republic,Room per night,42ac1c9f-5319-4d10-97d5-1fed6c5c4ff9,Slovak Republic,Unknown,GHG_CO2_KGCO2_e,10.2154,Unknown
Travel,Accommodation,Hotel Stays,Slovak Republic,Room per night,42ac1c9f-5319-4d10-97d5-1fed6c5c4ff9,Slovak Republic,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Slovak Republic,Room per night,42ac1c9f-5319-4d10-97d5-1fed6c5c4ff9,Slovak Republic,Unknown,GHG_TOTAL_KGCO2_e,10.2154,Unknown
Travel,Accommodation,Hotel Stays,South Africa,Room per night,0b115bd4-3f54-47d9-9d32-7ebf53102aaa,South Africa,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,South Africa,Room per night,0b115bd4-3f54-47d9-9d32-7ebf53102aaa,South Africa,Unknown,GHG_CO2_KGCO2_e,29.396,Unknown
Travel,Accommodation,Hotel Stays,South Africa,Room per night,0b115bd4-3f54-47d9-9d32-7ebf53102aaa,South Africa,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,South Africa,Room per night,0b115bd4-3f54-47d9-9d32-7ebf53102aaa,South Africa,Unknown,GHG_TOTAL_KGCO2_e,29.396,Unknown
Travel,Accommodation,Hotel Stays,South Korea,Room per night,445d1a5f-051e-4625-9bde-4d330372c90c,South Korea,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,South Korea,Room per night,445d1a5f-051e-4625-9bde-4d330372c90c,South Korea,Unknown,GHG_CO2_KGCO2_e,31.5832,Unknown
Travel,Accommodation,Hotel Stays,South Korea,Room per night,445d1a5f-051e-4625-9bde-4d330372c90c,South Korea,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,South Korea,Room per night,445d1a5f-051e-4625-9bde-4d330372c90c,South Korea,Unknown,GHG_TOTAL_KGCO2_e,31.5832,Unknown
Travel,Accommodation,Hotel Stays,Spain,Room per night,4f8b43e6-8bff-4b68-82e4-0b2ea886fcce,Spain,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Spain,Room per night,4f8b43e6-8bff-4b68-82e4-0b2ea886fcce,Spain,Unknown,GHG_CO2_KGCO2_e,10.9898,Unknown
Travel,Accommodation,Hotel Stays,Spain,Room per night,4f8b43e6-8bff-4b68-82e4-0b2ea886fcce,Spain,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Spain,Room per night,4f8b43e6-8bff-4b68-82e4-0b2ea886fcce,Spain,Unknown,GHG_TOTAL_KGCO2_e,10.9898,Unknown
Travel,Accommodation,Hotel Stays,Switzerland,Room per night,1c8adf23-0d64-4e6a-a278-436aae25f74c,Switzerland,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Switzerland,Room per night,1c8adf23-0d64-4e6a-a278-436aae25f74c,Switzerland,Unknown,GHG_CO2_KGCO2_e,5.9885,Unknown
Travel,Accommodation,Hotel Stays,Switzerland,Room per night,1c8adf23-0d64-4e6a-a278-436aae25f74c,Switzerland,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Switzerland,Room per night,1c8adf23-0d64-4e6a-a278-436aae25f74c,Switzerland,Unknown,GHG_TOTAL_KGCO2_e,5.9885,Unknown
Travel,Accommodation,Hotel Stays,Taiwan- China,Room per night,d13ad61a-7675-466f-9004-3a1415072183,Taiwan- China,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Taiwan- China,Room per night,d13ad61a-7675-466f-9004-3a1415072183,Taiwan- China,Unknown,GHG_CO2_KGCO2_e,37.0227,Unknown
Travel,Accommodation,Hotel Stays,Taiwan- China,Room per night,d13ad61a-7675-466f-9004-3a1415072183,Taiwan- China,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Taiwan- China,Room per night,d13ad61a-7675-466f-9004-3a1415072183,Taiwan- China,Unknown,GHG_TOTAL_KGCO2_e,37.0227,Unknown
Travel,Accommodation,Hotel Stays,Tanzania,Room per night,4bc0dad9-53b0-4431-b4d8-d60e9a2038cd,Tanzania,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Tanzania,Room per night,4bc0dad9-53b0-4431-b4d8-d60e9a2038cd,Tanzania,Unknown,GHG_CO2_KGCO2_e,21.4907,Unknown
Travel,Accommodation,Hotel Stays,Tanzania,Room per night,4bc0dad9-53b0-4431-b4d8-d60e9a2038cd,Tanzania,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Tanzania,Room per night,4bc0dad9-53b0-4431-b4d8-d60e9a2038cd,Tanzania,Unknown,GHG_TOTAL_KGCO2_e,21.4907,Unknown
Travel,Accommodation,Hotel Stays,Thailand,Room per night,3e20dc47-6f22-48d7-9f49-09f793cfcfc6,Thailand,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Thailand,Room per night,3e20dc47-6f22-48d7-9f49-09f793cfcfc6,Thailand,Unknown,GHG_CO2_KGCO2_e,31.2815,Unknown
Travel,Accommodation,Hotel Stays,Thailand,Room per night,3e20dc47-6f22-48d7-9f49-09f793cfcfc6,Thailand,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Thailand,Room per night,3e20dc47-6f22-48d7-9f49-09f793cfcfc6,Thailand,Unknown,GHG_TOTAL_KGCO2_e,31.2815,Unknown
Travel,Accommodation,Hotel Stays,Turkey,Room per night,ca94fc41-c37b-4d83-9a7f-a4f5548b6ec2,Turkey,Unknown,GHG_CH4_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Turkey,Room per night,ca94fc41-c37b-4d83-9a7f-a4f5548b6ec2,Turkey,Unknown,GHG_CO2_KGCO2_e,29.1942,Unknown
Travel,Accommodation,Hotel Stays,Turkey,Room per night,ca94fc41-c37b-4d83-9a7f-a4f5548b6ec2,Turkey,Unknown,GHG_N2O_KGCO2_e,0,Unknown
Travel,Accommodation,Hotel Stays,Turkey,Room per night,ca94fc41-c37b-4d83-9a7f-a4f5548b6ec2,Turkey,Unknown,GHG_TOTAL_KGCO2_e,29.1942,Unknown
